product_name,amazon_price,meesho_price,discount_pct,rating,num_reviews,page_views,conversion_rate,demand_intensity,season,price_difference
ComfortLiving Decor Plus,593.43,540.41,0.0,4.5,244,475,0.21,1.0,Monsoon,53.01999999999998
ElectroMax Smartwatches Plus,1634.82,1407.71,9.09,4.1,43,499,0.2,1.0,Monsoon,227.1099999999999
UrbanWear Dresses Premium,222.8,189.76,0.0,4.6,286,498,0.2,1.0,Monsoon,33.04000000000002
TechPro Headphones Standard,2251.23,2160.4,0.0,4.1,117,126,1.59,2.0,Monsoon,90.82999999999993
DigiCorp Smartphones Standard,590.76,523.7,0.0,4.6,285,432,0.93,4.02,Monsoon,67.05999999999995
StyleHub Jackets Premium,65.71,63.26,0.0,4.2,291,426,0.23,0.98,Monsoon,2.4499999999999957
StoryWorld Comics Standard,18.13,15.88,0.0,4.3,296,277,0.36,1.0,Summer,2.2499999999999982
TechPro Laptops Premium,288.26,247.1,0.0,4.3,122,440,0.23,1.01,Monsoon,41.16
StyleHub Jackets Elite,283.83,267.05,0.0,3.9,133,429,0.23,0.99,Autumn,16.779999999999973
UrbanWear Dresses Premium,222.93,193.95,0.0,4.6,286,412,0.24,0.99,Winter,28.980000000000018
HomeEssence Cookware Elite,424.16,410.03,8.86,3.9,389,177,0.56,0.99,Summer,14.130000000000052
AcademiaBooks Textbooks Elite,27.37,26.52,21.74,3.8,252,451,0.22,0.99,Monsoon,0.8500000000000014
StyleHub Jackets Elite,265.54,229.03,0.0,3.9,133,71,1.41,1.0,Winter,36.51000000000002
ModernSpace Storage Plus,365.05,319.66,0.0,4.4,85,194,1.03,2.0,Summer,45.389999999999986
TechPro Tablets Elite,1522.27,1471.14,0.0,3.6,126,80,2.5,2.0,Summer,51.12999999999988
ClassicPress Non-Fiction Pro,44.92,42.69,0.0,4.5,125,154,1.3,2.0,Summer,2.230000000000004
StyleHub Dresses Standard,117.29,109.82,0.0,4.8,48,207,0.97,2.01,Autumn,7.470000000000013
HomeEssence Bedding Premium,565.56,517.2,0.0,5.0,344,482,0.41,1.98,Monsoon,48.3599999999999
ModernSpace Decor Plus,694.68,605.07,0.0,4.7,461,59,5.08,3.0,Monsoon,89.6099999999999
TrendSet Jackets Premium,92.28,88.68,0.0,4.0,35,240,0.83,1.99,Monsoon,3.5999999999999943
AcademiaBooks Comics Plus,102.74,89.62,0.0,3.6,315,422,0.47,1.98,Winter,13.11999999999999
StyleHub Jackets Premium,49.78,45.28,20.73,4.2,291,320,0.31,0.99,Monsoon,4.5
HomeEssence Cookware Elite,470.67,408.26,0.0,3.9,389,143,0.7,1.0,Autumn,62.410000000000025
TechPro Laptops Elite,938.37,891.07,0.0,4.3,482,234,0.85,1.99,Monsoon,47.299999999999955
StyleHub T-Shirts Pro,285.45,246.72,0.0,3.9,352,289,0.35,1.01,Monsoon,38.72999999999999
ModernReads Non-Fiction Pro,12.62,11.3,21.08,4.4,377,340,0.29,0.99,Winter,1.3199999999999985
ModernReads Comics Plus,32.83,30.88,0.0,4.3,10,366,0.82,3.0,Summer,1.9499999999999993
TechPro Laptops Premium,262.79,231.17,0.0,4.3,122,252,0.79,1.99,Summer,31.620000000000033
HomeEssence Bedding Pro,28.12,24.9,0.0,3.9,487,247,0.4,0.99,Monsoon,3.2200000000000024
SmartGen Headphones Plus,1748.91,1590.95,22.02,3.6,66,139,0.72,1.0,Winter,157.96000000000004
TechPro Laptops Elite,1723.7,1606.51,0.0,4.2,498,183,1.64,3.0,Monsoon,117.19000000000005
ModernReads Non-Fiction Pro,15.5,13.36,0.0,4.3,357,118,1.69,1.99,Autumn,2.1400000000000006
StyleHub T-Shirts Pro,277.35,253.06,0.0,3.6,216,478,0.42,2.01,Summer,24.29000000000002
UrbanWear Dresses Premium,209.44,197.87,0.0,4.6,286,233,0.43,1.0,Winter,11.569999999999993
TechPro Laptops Elite,988.22,888.58,0.0,4.3,482,398,0.25,1.0,Autumn,99.63999999999999
ModernReads Comics Plus,27.65,24.53,18.66,4.3,10,296,0.34,1.01,Summer,3.1199999999999974
UrbanWear Shoes Premium,253.03,220.73,0.0,4.7,107,115,0.87,1.0,Monsoon,32.30000000000001
DigiCorp Smartphones Standard,608.28,575.94,0.0,4.6,285,474,0.21,1.0,Summer,32.33999999999992
StyleHub Jackets Premium,63.16,53.75,0.0,4.2,291,164,0.61,1.0,Summer,9.409999999999997
KitchenPro Decor Plus,200.53,191.04,0.0,4.3,138,344,0.87,2.99,Autumn,9.490000000000009
UrbanWear Dresses Premium,170.75,161.33,21.83,4.6,286,143,1.4,2.0,Winter,9.419999999999987
DigiCorp Tablets Standard,1866.14,1724.3,0.0,4.9,182,459,0.22,1.01,Autumn,141.84000000000015
UrbanWear Dresses Premium,222.51,204.1,0.0,4.6,286,256,0.39,1.0,Autumn,18.409999999999997
TechPro Tablets Elite,1188.08,1049.34,17.74,3.6,126,452,0.44,1.99,Autumn,138.74
ClassicPress Non-Fiction Pro,44.53,42.78,0.0,4.5,125,387,0.52,2.01,Winter,1.75
TrendSet Jeans Standard,357.1,338.98,0.0,4.2,226,195,0.51,0.99,Monsoon,18.120000000000005
UrbanWear Dresses Premium,208.27,195.74,0.0,4.6,286,165,1.21,2.0,Autumn,12.530000000000001
ModernSpace Decor Premium,365.82,326.69,0.0,4.4,355,338,0.59,1.99,Summer,39.129999999999995
ClassicPress Non-Fiction Plus,37.72,34.11,16.86,4.0,417,455,0.88,4.0,Monsoon,3.6099999999999994
StyleHub Shoes Pro,42.76,37.86,22.69,4.1,256,132,0.76,1.0,Monsoon,4.899999999999999
HomeEssence Cookware Elite,462.71,411.23,0.0,3.9,389,222,0.45,1.0,Winter,51.47999999999996
ClassicPress Non-Fiction Pro,45.2,40.99,0.0,4.5,125,346,0.58,2.01,Monsoon,4.210000000000001
ModernReads Comics Plus,34.97,32.08,0.0,4.3,10,126,0.79,1.0,Autumn,2.8900000000000006
ModernReads Non-Fiction Pro,14.95,14.42,0.0,4.3,357,340,0.29,0.99,Monsoon,0.5299999999999994
StyleHub T-Shirts Pro,297.94,286.14,0.0,3.9,352,83,2.41,2.0,Winter,11.800000000000011
DigiCorp Smartphones Standard,553.64,474.69,0.0,4.6,285,329,0.61,2.01,Monsoon,78.94999999999999
ModernSpace Storage Plus,359.51,324.56,0.0,4.4,85,364,0.27,0.98,Monsoon,34.94999999999999
AcademiaBooks Comics Plus,96.78,90.31,0.0,3.6,315,183,1.09,1.99,Summer,6.469999999999999
StoryWorld Children Pro,51.47,47.73,0.0,4.7,366,104,1.92,2.0,Monsoon,3.740000000000002
UrbanWear Dresses Premium,197.21,177.03,11.01,4.6,286,64,3.12,2.0,Monsoon,20.180000000000007
HomeEssence Storage Standard,156.09,149.77,0.0,4.7,146,342,0.58,1.98,Summer,6.319999999999993
StoryWorld Comics Standard,18.6,18.12,0.0,4.3,296,245,0.41,1.0,Summer,0.4800000000000004
HomeEssence Bedding Pro,25.31,23.53,9.97,3.9,487,99,1.01,1.0,Monsoon,1.7799999999999976
SmartGen Headphones Plus,2161.14,1858.7,0.0,3.6,66,385,0.26,1.0,Autumn,302.4399999999998
SmartGen Headphones Plus,1730.99,1589.24,22.94,3.6,66,486,0.41,1.99,Monsoon,141.75
ModernReads Non-Fiction Pro,14.98,13.21,0.0,4.3,357,162,3.09,5.01,Monsoon,1.7699999999999996
AcademiaBooks Children Premium,79.24,77.42,0.0,3.8,32,72,1.39,1.0,Winter,1.8199999999999932
TechPro Laptops Elite,1727.84,1643.51,0.0,4.2,498,224,0.45,1.01,Monsoon,84.32999999999993
StyleHub Jackets Premium,55.47,51.23,13.57,4.2,291,418,0.24,1.0,Winter,4.240000000000002
ClassicPress Children Plus,69.41,63.92,0.0,4.5,179,91,3.3,3.0,Summer,5.489999999999995
ComfortLiving Decor Plus,569.99,551.4,0.0,4.5,244,481,0.42,2.02,Autumn,18.590000000000032
StyleHub T-Shirts Pro,283.32,260.39,0.0,3.6,216,434,0.92,3.99,Monsoon,22.930000000000007
StyleHub Dresses Standard,98.64,94.48,16.36,4.8,48,377,0.8,3.02,Monsoon,4.159999999999997
AcademiaBooks Textbooks Elite,36.43,33.18,0.0,3.8,252,370,0.54,2.0,Autumn,3.25
ModernReads Non-Fiction Pro,16.28,14.15,0.0,4.4,377,490,0.41,2.01,Monsoon,2.130000000000001
ModernSpace Decor Premium,381.25,364.7,0.0,4.4,355,344,0.29,1.0,Winter,16.55000000000001
TechPro Laptops Elite,953.12,906.85,0.0,4.3,482,148,0.68,1.01,Autumn,46.26999999999998
ClassicPress Non-Fiction Pro,42.09,40.23,0.0,4.5,125,443,0.45,1.99,Autumn,1.8600000000000065
HomeEssence Bedding Premium,604.85,536.23,0.0,5.0,344,115,0.87,1.0,Summer,68.62
StyleHub T-Shirts Pro,244.19,235.02,14.64,3.9,352,122,2.46,3.0,Monsoon,9.169999999999987
AcademiaBooks Comics Plus,98.95,84.59,0.0,3.6,315,316,0.32,1.01,Monsoon,14.36
UrbanWear Dresses Premium,217.4,208.32,0.0,4.6,286,447,0.45,2.01,Monsoon,9.080000000000013
HomeEssence Storage Standard,146.9,126.37,0.0,4.7,146,184,1.09,2.01,Monsoon,20.53
AcademiaBooks Comics Plus,102.32,91.88,0.0,3.6,315,337,0.3,1.01,Summer,10.439999999999998
TechPro Tablets Elite,1559.71,1523.47,0.0,3.6,126,110,1.82,2.0,Winter,36.24000000000001
ClassicPress Children Plus,62.77,57.29,5.53,4.5,179,279,1.08,3.01,Winter,5.480000000000004
StoryWorld Children Pro,36.14,33.24,24.93,4.7,366,76,2.63,2.0,Monsoon,2.8999999999999986
ElectroMax Smartwatches Plus,1780.92,1628.1,0.0,4.1,43,373,0.8,2.98,Winter,152.82000000000016
AcademiaBooks Comics Plus,95.46,90.75,0.0,3.6,315,165,0.61,1.01,Summer,4.709999999999994
HomeEssence Storage Standard,143.85,129.64,0.0,4.7,146,122,3.28,4.0,Summer,14.210000000000008
KitchenPro Decor Plus,211.55,189.13,0.0,4.3,138,55,1.82,1.0,Summer,22.420000000000016
ComfortLiving Decor Plus,587.11,543.72,0.0,4.5,244,493,0.41,2.02,Monsoon,43.389999999999986
UrbanWear Dresses Premium,214.2,189.27,0.0,4.6,286,202,0.5,1.01,Summer,24.92999999999998
KitchenPro Storage Pro,47.63,44.17,0.0,4.5,191,125,0.8,1.0,Winter,3.460000000000001
AcademiaBooks Comics Plus,98.18,89.15,0.0,3.6,315,252,0.4,1.01,Autumn,9.030000000000001
AcademiaBooks Textbooks Elite,36.77,33.92,0.0,3.8,252,62,1.61,1.0,Autumn,2.8500000000000014
KitchenPro Storage Pro,46.85,42.97,0.0,4.5,191,413,0.24,0.99,Summer,3.8800000000000026
StoryWorld Comics Standard,18.71,17.16,0.0,4.3,296,183,0.55,1.01,Autumn,1.5500000000000007
KitchenPro Decor Plus,197.99,182.81,0.0,4.3,138,144,0.69,0.99,Summer,15.180000000000007
HomeEssence Bedding Pro,27.3,23.6,0.0,3.9,487,195,0.51,0.99,Monsoon,3.6999999999999993
ClassicPress Non-Fiction Plus,44.1,39.57,10.05,4.0,417,129,0.78,1.01,Monsoon,4.530000000000001
HomeEssence Cookware Elite,449.14,384.45,0.0,3.9,389,151,0.66,1.0,Autumn,64.69
TechPro Headphones Standard,2242.91,1954.11,0.0,4.1,117,283,0.35,0.99,Winter,288.79999999999995
StyleHub Shoes Pro,53.11,46.51,0.0,4.1,256,56,3.57,2.0,Winter,6.600000000000001
KitchenPro Decor Plus,202.66,176.71,0.0,4.3,138,481,0.62,2.98,Monsoon,25.94999999999999
AcademiaBooks Textbooks Elite,35.54,30.62,0.0,3.8,252,319,0.94,3.0,Autumn,4.919999999999998
ModernSpace Storage Plus,375.25,340.75,0.0,4.4,85,241,0.41,0.99,Summer,34.5
ModernSpace Decor Plus,526.67,490.6,22.44,4.7,461,148,0.68,1.01,Summer,36.069999999999936
ClassicPress Children Plus,65.98,57.01,0.0,4.5,179,341,0.59,2.01,Summer,8.970000000000006
ModernReads Non-Fiction Pro,14.62,13.83,0.0,4.3,357,255,0.78,1.99,Monsoon,0.7899999999999991
ElectroMax Smartwatches Plus,1704.88,1571.11,11.96,4.1,43,93,1.08,1.0,Autumn,133.7700000000002
AcademiaBooks Comics Plus,98.22,93.87,0.0,3.6,315,312,0.64,2.0,Monsoon,4.349999999999994
StyleHub Shoes Pro,52.18,47.89,0.0,4.1,256,91,1.1,1.0,Winter,4.289999999999999
TrendSet Jackets Premium,86.03,82.98,0.0,4.0,35,202,0.5,1.01,Autumn,3.049999999999997
ComfortLiving Decor Plus,594.44,529.66,0.0,4.5,244,458,0.44,2.02,Monsoon,64.78000000000009
ModernSpace Appliances Premium,101.81,87.25,8.65,4.5,299,309,0.32,0.99,Monsoon,14.560000000000002
TrendSet Jeans Standard,378.4,358.48,0.0,4.2,226,319,0.63,2.01,Monsoon,19.91999999999996
HomeEssence Bedding Premium,583.2,516.59,0.0,5.0,344,396,0.25,0.99,Winter,66.61000000000001
ModernSpace Decor Plus,676.5,591.22,0.0,4.7,461,203,0.49,0.99,Summer,85.27999999999997
TechPro Laptops Premium,277.94,244.4,0.0,4.3,122,247,0.81,2.0,Monsoon,33.53999999999999
ChicLine Jeans Premium,241.11,206.74,0.0,4.6,214,51,1.96,1.0,Autumn,34.370000000000005
StyleHub Shoes Pro,53.25,48.04,0.0,4.1,256,104,2.88,3.0,Summer,5.210000000000001
ClassicPress Non-Fiction Plus,45.13,43.97,0.0,4.0,417,245,1.22,2.99,Winter,1.1600000000000037
TechPro Tablets Elite,1556.2,1514.26,0.0,3.6,126,262,1.53,4.01,Autumn,41.940000000000055
TechPro Laptops Elite,1314.26,1225.82,23.76,4.2,498,220,0.45,0.99,Autumn,88.44000000000005
ModernReads Non-Fiction Pro,15.83,14.2,0.0,4.4,377,372,0.27,1.0,Winter,1.6300000000000008
ModernSpace Appliances Premium,109.07,97.96,0.0,4.5,299,266,0.38,1.01,Autumn,11.11
KitchenPro Decor Plus,153.54,133.43,24.47,4.3,138,177,1.13,2.0,Winter,20.109999999999985
TechPro Laptops Premium,282.17,258.91,0.0,4.3,122,249,0.4,1.0,Monsoon,23.25999999999999
TechPro Headphones Standard,2303.01,2099.69,0.0,4.1,117,435,0.23,1.0,Autumn,203.32000000000016
UrbanWear Shoes Premium,214.41,184.44,15.75,4.7,107,212,0.94,1.99,Winter,29.97
ClassicPress Children Plus,67.98,63.21,0.0,4.5,179,454,0.22,1.0,Winter,4.770000000000003
TechPro Laptops Premium,285.03,273.42,0.0,4.3,122,216,0.46,0.99,Winter,11.609999999999957
KitchenPro Storage Pro,45.6,41.76,0.0,4.5,191,404,0.5,2.02,Summer,3.8400000000000034
ModernSpace Storage Plus,344.65,327.97,0.0,4.4,85,435,0.46,2.0,Monsoon,16.67999999999995
UrbanWear Dresses Premium,227.01,205.29,0.0,4.6,286,253,1.19,3.01,Summer,21.72
HomeEssence Decor Pro,479.89,433.09,0.0,4.8,390,141,2.13,3.0,Summer,46.80000000000001
ComfortLiving Decor Plus,578.84,521.7,0.0,4.5,244,178,1.12,1.99,Winter,57.139999999999986
StyleHub Jackets Elite,264.78,247.57,0.0,3.9,133,78,1.28,1.0,Monsoon,17.20999999999998
TrendSet Dresses Pro,382.94,363.31,0.0,3.8,122,66,3.03,2.0,Autumn,19.629999999999995
StoryWorld Comics Standard,17.92,15.54,0.0,4.3,296,333,0.9,3.0,Winter,2.3800000000000026
HomeEssence Bedding Premium,561.91,536.36,0.0,5.0,344,498,0.2,1.0,Autumn,25.549999999999955
AcademiaBooks Comics Premium,70.75,65.43,0.0,4.1,161,428,0.47,2.01,Monsoon,5.319999999999993
ModernSpace Appliances Premium,110.97,94.34,0.0,4.5,299,127,2.36,3.0,Winter,16.629999999999995
HomeEssence Decor Pro,477.33,417.27,0.0,4.8,390,361,0.28,1.01,Autumn,60.06
ModernReads Comics Plus,33.17,31.37,0.0,4.3,10,119,0.84,1.0,Monsoon,1.8000000000000007
ComfortLiving Decor Plus,558.61,486.46,8.37,4.5,244,390,0.51,1.99,Summer,72.15000000000003
AcademiaBooks Children Premium,84.02,75.73,0.0,3.8,32,465,0.65,3.02,Monsoon,8.289999999999992
AcademiaBooks Textbooks Elite,36.58,31.47,0.0,3.8,252,138,1.45,2.0,Monsoon,5.109999999999999
TrendSet Dresses Pro,402.02,353.36,0.0,3.8,122,263,0.38,1.0,Monsoon,48.65999999999997
TechPro Laptops Elite,1741.47,1548.1,0.0,4.2,498,106,0.94,1.0,Summer,193.37000000000012
TechPro Laptops Elite,1675.87,1501.3,0.0,4.2,498,471,0.21,0.99,Winter,174.56999999999994
StyleHub Jackets Premium,62.2,54.78,0.0,4.2,291,158,1.27,2.01,Monsoon,7.420000000000002
AcademiaBooks Comics Premium,75.43,70.8,0.0,4.1,161,189,1.06,2.0,Monsoon,4.63000000000001
StoryWorld Comics Standard,17.75,15.16,0.0,4.3,296,281,0.71,2.0,Autumn,2.59
TechPro Headphones Standard,2390.98,2171.79,0.0,4.1,117,206,0.49,1.01,Summer,219.19000000000005
StyleHub Shoes Pro,53.98,49.18,0.0,4.1,256,460,0.22,1.01,Monsoon,4.799999999999997
TechPro Laptops Elite,1461.33,1249.84,14.45,4.2,498,174,1.15,2.0,Winter,211.49
StyleHub Jackets Premium,61.14,57.5,0.0,4.2,291,163,1.23,2.0,Summer,3.6400000000000006
StoryWorld Comics Standard,18.78,18.39,0.0,4.3,296,90,1.11,1.0,Winter,0.39000000000000057
AcademiaBooks Comics Premium,70.26,64.26,0.0,4.1,161,168,1.79,3.01,Autumn,6.0
ModernReads Non-Fiction Pro,15.26,14.47,0.0,4.4,377,479,0.21,1.01,Winter,0.7899999999999991
HomeEssence Storage Standard,145.27,129.45,0.0,4.7,146,282,0.71,2.0,Monsoon,15.820000000000022
HomeEssence Bedding Pro,28.0,24.76,0.0,3.9,487,140,1.43,2.0,Summer,3.2399999999999984
StyleHub Jackets Premium,53.45,49.13,17.36,4.2,291,348,0.57,1.98,Monsoon,4.32
ModernSpace Storage Plus,374.3,323.78,0.0,4.4,85,390,0.77,3.0,Summer,50.52000000000004
ModernSpace Decor Premium,377.4,338.7,0.0,4.4,355,76,3.95,3.0,Winter,38.69999999999999
StyleHub T-Shirts Pro,253.71,224.38,15.71,3.6,216,67,1.49,1.0,Summer,29.330000000000013
StyleHub Shoes Pro,57.03,52.72,0.0,4.1,256,98,1.02,1.0,Winter,4.310000000000002
StoryWorld Children Pro,51.08,49.67,0.0,4.7,366,452,0.44,1.99,Winter,1.4099999999999966
AcademiaBooks Comics Plus,99.36,92.84,0.0,3.6,315,168,1.19,2.0,Summer,6.519999999999996
KitchenPro Storage Pro,47.03,42.89,0.0,4.5,191,302,0.33,1.0,Monsoon,4.140000000000001
TechPro Laptops Elite,1806.21,1638.36,0.0,4.2,498,424,0.47,1.99,Monsoon,167.85000000000014
TechPro Laptops Elite,1727.37,1627.68,0.0,4.2,498,147,0.68,1.0,Winter,99.68999999999983
StoryWorld Children Pro,49.39,47.95,0.0,4.7,366,315,0.95,2.99,Monsoon,1.4399999999999977
ModernSpace Appliances Premium,104.72,89.75,0.0,4.5,299,102,0.98,1.0,Autumn,14.969999999999999
TrendSet Jackets Premium,75.36,69.95,15.27,4.0,35,430,0.7,3.01,Winter,5.409999999999997
AcademiaBooks Comics Premium,69.8,64.67,0.0,4.1,161,249,1.2,2.99,Monsoon,5.1299999999999955
StyleHub Jackets Elite,258.14,231.89,0.0,3.9,133,123,1.63,2.0,Summer,26.25
TechPro Laptops Pro,1731.55,1544.7,0.0,3.6,226,130,0.77,1.0,Winter,186.8499999999999
AcademiaBooks Children Premium,84.03,82.15,0.0,3.8,32,175,1.14,1.99,Monsoon,1.8799999999999955
ClassicPress Non-Fiction Pro,37.25,35.54,12.27,4.5,125,229,0.44,1.01,Monsoon,1.7100000000000009
ElectroMax Smartwatches Plus,1857.9,1739.1,0.0,4.1,43,166,0.6,1.0,Summer,118.80000000000018
ModernReads Non-Fiction Pro,15.77,15.41,0.0,4.4,377,463,0.65,3.01,Winter,0.35999999999999943
ModernSpace Storage Plus,342.46,319.34,0.0,4.4,85,194,1.03,2.0,Summer,23.120000000000005
ComfortLiving Decor Plus,620.74,605.97,0.0,4.5,244,102,1.96,2.0,Winter,14.769999999999982
ClassicPress Non-Fiction Plus,46.75,41.52,0.0,4.0,417,376,0.27,1.02,Summer,5.229999999999997
StyleHub Shoes Pro,53.37,47.21,0.0,4.1,256,88,3.41,3.0,Monsoon,6.159999999999997
StyleHub T-Shirts Pro,295.38,287.19,0.0,3.6,216,175,2.29,4.01,Monsoon,8.189999999999998
TechPro Laptops Premium,287.01,257.68,0.0,4.3,122,367,0.54,1.98,Winter,29.329999999999984
ModernSpace Storage Plus,358.79,328.73,0.0,4.4,85,476,0.21,1.0,Monsoon,30.060000000000002
ComfortLiving Decor Plus,607.53,536.49,0.0,4.5,244,427,0.47,2.01,Autumn,71.03999999999996
SmartGen Headphones Plus,2308.28,2147.3,0.0,3.6,66,279,1.08,3.01,Monsoon,160.98000000000002
TrendSet Dresses Pro,409.0,367.04,0.0,3.8,122,457,0.44,2.01,Monsoon,41.95999999999998
SmartGen Headphones Plus,1815.52,1714.06,13.89,3.6,66,498,0.6,2.99,Autumn,101.46000000000004
AcademiaBooks Textbooks Elite,36.61,35.52,0.0,3.8,252,100,2.0,2.0,Monsoon,1.0899999999999963
ElectroMax Smartphones Standard,2050.94,1787.9,0.0,5.0,450,490,0.2,0.98,Monsoon,263.03999999999996
ModernReads Comics Plus,32.41,28.34,0.0,4.3,10,479,0.21,1.01,Autumn,4.069999999999997
AcademiaBooks Comics Premium,71.48,65.14,0.0,4.1,161,460,0.43,1.98,Winter,6.340000000000003
TechPro Tablets Elite,1320.95,1203.03,14.02,3.6,126,437,0.46,2.01,Monsoon,117.92000000000007
HomeEssence Bedding Premium,566.42,492.33,0.0,5.0,344,88,1.14,1.0,Monsoon,74.08999999999997
ModernReads Comics Plus,33.58,32.27,0.0,4.3,10,289,0.69,1.99,Monsoon,1.3099999999999952
TechPro Tablets Elite,1455.86,1330.39,0.0,3.6,126,56,1.79,1.0,Autumn,125.4699999999998
TechPro Tablets Elite,1500.5,1367.65,0.0,3.6,126,419,0.72,3.02,Monsoon,132.8499999999999
HomeEssence Bedding Premium,586.85,534.29,0.0,5.0,344,246,0.81,1.99,Autumn,52.56000000000006
ModernSpace Storage Plus,290.42,268.48,17.91,4.4,85,397,0.5,1.98,Autumn,21.939999999999998
TrendSet Jeans Standard,300.57,279.47,19.07,4.2,226,497,0.6,2.98,Winter,21.099999999999966
DigiCorp Tablets Standard,1900.83,1818.49,0.0,4.9,182,355,0.28,0.99,Winter,82.33999999999992
UrbanWear Shoes Premium,251.03,230.26,0.0,4.7,107,414,0.24,0.99,Summer,20.77000000000001
TechPro Laptops Premium,288.58,277.65,0.0,4.3,122,147,0.68,1.0,Winter,10.930000000000007
ModernReads Comics Plus,25.18,24.31,22.93,4.3,10,366,0.82,3.0,Summer,0.870000000000001
AcademiaBooks Comics Premium,70.23,60.25,0.0,4.1,161,301,0.33,0.99,Summer,9.980000000000004
ClassicPress Non-Fiction Plus,48.89,46.12,0.0,4.0,417,471,0.21,0.99,Monsoon,2.770000000000003
SmartGen Headphones Plus,2138.63,1818.4,0.0,3.6,66,111,0.9,1.0,Monsoon,320.23
StyleHub T-Shirts Pro,283.6,245.64,0.0,3.9,352,84,2.38,2.0,Summer,37.960000000000036
StyleHub Jackets Premium,60.51,56.38,0.0,4.2,291,286,1.05,3.0,Monsoon,4.1299999999999955
TrendSet Dresses Pro,397.78,385.92,0.0,3.8,122,120,1.67,2.0,Monsoon,11.859999999999957
ClassicPress Non-Fiction Pro,41.26,38.91,0.0,4.5,125,460,0.65,2.99,Monsoon,2.3500000000000014
ChicLine Jeans Premium,239.54,223.99,0.0,4.6,214,307,0.33,1.01,Summer,15.549999999999983
ChicLine Jeans Premium,254.28,227.41,0.0,4.6,214,299,0.33,0.99,Summer,26.870000000000005
HomeEssence Bedding Premium,577.1,507.52,0.0,5.0,344,198,1.01,2.0,Autumn,69.58000000000004
TechPro Tablets Elite,1466.78,1259.06,0.0,3.6,126,398,0.5,1.99,Monsoon,207.72000000000003
ModernSpace Appliances Premium,83.3,74.8,21.4,4.5,299,401,0.25,1.0,Autumn,8.5
ModernReads Non-Fiction Pro,15.55,13.38,0.0,4.3,357,131,1.53,2.0,Monsoon,2.17
ClassicPress Non-Fiction Pro,45.19,44.07,0.0,4.5,125,202,0.5,1.01,Monsoon,1.1199999999999974
HomeEssence Bedding Premium,500.51,486.27,17.53,5.0,344,457,0.44,2.01,Monsoon,14.240000000000009
ModernSpace Decor Plus,687.79,643.88,0.0,4.7,461,87,1.15,1.0,Winter,43.90999999999997
ModernReads Non-Fiction Pro,15.61,14.43,0.0,4.3,357,498,0.4,1.99,Monsoon,1.1799999999999997
TechPro Headphones Plus,1498.48,1420.16,0.0,4.9,362,404,0.25,1.01,Winter,78.31999999999994
StyleHub Jackets Premium,66.16,59.63,0.0,4.2,291,113,0.88,0.99,Monsoon,6.529999999999994
StyleHub T-Shirts Pro,264.52,247.14,7.96,3.9,352,107,0.93,1.0,Summer,17.379999999999995
ModernSpace Storage Plus,343.07,335.91,0.0,4.4,85,91,1.1,1.0,Autumn,7.159999999999968
HomeEssence Bedding Pro,27.02,24.01,0.0,3.9,487,472,0.21,0.99,Monsoon,3.009999999999998
AcademiaBooks Comics Premium,74.97,66.49,0.0,4.1,161,258,0.78,2.01,Monsoon,8.480000000000004
StoryWorld Children Pro,51.43,47.32,0.0,4.7,366,238,0.42,1.0,Monsoon,4.109999999999999
ModernReads Non-Fiction Pro,15.43,13.55,0.0,4.4,377,78,1.28,1.0,Summer,1.879999999999999
ModernSpace Decor Plus,663.75,584.12,0.0,4.7,461,51,7.84,4.0,Summer,79.63
ModernReads Comics Plus,34.07,30.41,0.0,4.3,10,78,3.85,3.0,Autumn,3.66
ElectroMax Smartwatches Plus,1809.95,1727.77,0.0,4.1,43,182,1.1,2.0,Autumn,82.18000000000006
StoryWorld Comics Standard,17.35,14.93,0.0,4.3,296,316,0.32,1.01,Winter,2.4200000000000017
ClassicPress Non-Fiction Plus,44.67,41.89,0.0,4.0,417,195,0.51,0.99,Monsoon,2.780000000000001
ModernReads Non-Fiction Pro,14.93,13.63,0.0,4.4,377,320,0.62,1.98,Summer,1.299999999999999
TechPro Headphones Standard,1923.95,1784.21,16.56,4.1,117,449,0.89,4.0,Monsoon,139.74
TrendSet Jackets Premium,91.81,82.87,0.0,4.0,35,426,0.47,2.0,Monsoon,8.939999999999998
TechPro Laptops Elite,929.56,825.1,0.0,4.3,482,496,0.6,2.98,Winter,104.45999999999992
ClassicPress Non-Fiction Pro,43.08,38.18,0.0,4.5,125,159,0.63,1.0,Autumn,4.899999999999999
DigiCorp Smartphones Standard,582.42,508.07,0.0,4.6,285,369,0.27,1.0,Monsoon,74.34999999999997
